"","full_text","doc_id"
"2222","@aShotgunApe @RileyCBridge ? ok monkey man you’re lucky I was goin easy with my monitor and controller off blindfolded",2222
"2223","@AustinBloggy 98 percent fatality rate in the monkey test subjects. Here's hoping Elmo is first in line for the chip.",2223
"2224","RT @Wikeria_org: #Web3 is not about monkey pictures. #Web3 is next-generation internet, finally curbing censorship and mass-surveillance.…",2224
"2225","Why did Follow monkey just say 50 of my moots unfollowed when they didn’t, and why did half of my moots get suspended or restricted? Did I miss something",2225
"2226","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2226
"2227","Gat Eng 52-62 (monkey) เฉลยและข้อสอบโหลดได้ในเว็บเลยนะ

https://t.co/Jq4kfSejHc",2227
"2228","@ArtDominika Meat",2228
"2229","@Monkey_d_Madara @Melioda06710155 @Mvghribi_59 😂 😂 Quelle disquette. C tellement magique ce qu'on vous met ds le crâne.",2229
"2230","RT @Komari_Azuul: @MonkiThots Monkey deployed. https://t.co/yRrijG1jr4",2230
"2231","RT @David_RB82: No money ever spent on facilities for the kids around here @Plaid_Cymru @mabonapgwynfor 
Rugby training under 3 street lamp…",2231
"2232","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",2232
"2233","@jdruva41 @natgrace79 John, both of those are just speculation, and if the many mandatory vaccines of the past weren't ""paving the way,"" I don't see any evidence, theological or scientific, for why I should be afraid of these injections. (The implanted chips haven't been safe. https://t.co/v7yL6DRyPb)",2233
"2234","@Cynthia41641849 @Psychedeli2 @w_terrence Renaming Monkey Pox isn’t racist. Not sure why you are focused on that. Here is trump holding up an ad calling for the death penalty of the Central Park 5. https://t.co/mDpm1hkD3Z",2234
"2235","RT @Tesmanian_com: Neuralink showcases Monkey 'Typing Telepathically,' Elon Musk says first human brain-chip implant trial could be in 6 mo…",2235
"2236","@TheJordanRachel It's M-pox now because the WHO designated the work ""monkey"" a racial slur, its offensive to monkeys.",2236
"2237","@RobertESheridan 😂😂😂😂, and the monkey was on a chinese drone before the crash 😂😂😂😂😂😂",2237
"2238","she really did shake that monkey!!! iktr tasia! 😁😁😁😁 https://t.co/VRADKmROCg",2238
"2239","RT @bIackpinkloops: 😭😭 https://t.co/ECxuXuiNbc",2239
"2240","@CaptainMarocain @Monkey_D_Fafa @BaAliou01968201 Mais c'est faux le tweet il a jamais dit ça",2240
"2241","RT @mukulneetika: This is totally next level, #Neuralink demo from a few hours ago. Monkey typing from the brain, without  hands, and bring…",2241
"2242","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2242
"2243","RT @NNakorn5: ร่างแหหลอดเลือดดำ
🔥🔥น้องแพม ( Pampiniform Plexus ) นั่นเอง!!
.
น้องเป็นระบบหลอดเลือดดำ
ที่รับเลือดที่ใช้แล้วมาจากอัณฑะ
.
.

#…",2243
"2244","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",2244
"2245","RT @theserfstv: Elon Musk isn't just the horse trading sexual assaulter who impregnated his employee or a midlife crisis trainwreck that sp…",2245
"2246","RT @Elitenappa1: 18  ""You destroyed my clothes you stupid monkey!""
Show me the one who did this! https://t.co/4Wl0OFNzbv",2246
"2247","@FrenchRapUS Ptdr ????? Par contre ça me tue le fait que Monkey.D Dragon est celui a avoir eu le plus de contrôle sur les dragons célestes",2247
"2248","@MongoRugby I called one particular bloke a felching wombat and another a cock monkey. I also used thundercunt twice. I’m going to have to widen my swearing vocabulary if this carries on.",2248
"2249","@goat_classic @CoinbaseWallet C’mon man! I like my monkey jpegs! 😂",2249
"2250","whitelist Excellent @monkey_way @reskillcrypto @driv3rr @businesfreedom @web3gamenews @WendellFowler9 @RegaditoK @emsauden @ilberalios @KwangtaekKwon @koko34449594 @MCoguenanff @leo14serrano @BetaPetal https://t.co/LthDDLvLY9",2250
"2251","At last we have an answer to Truk vs Munky.

And it's Truck AND Monkey. https://t.co/uHjCUTDzoB",2251
"2252","You little disrespectful spot monkey piece of shit unsafe worker https://t.co/ye7K4rjQTF",2252
"2253","@cb_doge @elonmusk Is that the one monkey that survived the trial ?",2253
"2254","RT @BLACKPINKSTATS5: See you next year again 🤗 https://t.co/QEuLd7VV3x",2254
"2255","RT @monkeygodlabs: Monkey Gods are coming.

You are not ready. https://t.co/2JPfczLXzC",2255
"2256","RT @RepThomasMassie: I’ll just leave this here…
https://t.co/M0ZFHkwJvY",2256
"2257","2021, A paralyzed man is challenging Neuralink’s monkey to a match of mind Pong https://t.co/Mn4tElI7X8",2257
"2258","2021, @elonmusk @Neuralink shows a monkey playing pong https://t.co/z29rthNSVF",2258
"2259","Monkey see, Monkey do 🥴",2259
"2260","@FakeMonkeyKid @MonkieKidNews monkey king https://t.co/GQTCZkhJKs",2260
"2261","@PFF Just a monkey throwing darts",2261
"2262","Starbucks employee suspended after labeling Black woman’s cup 'Monkey'   https://t.co/US21VLFhjS",2262
"2263","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2263
"2264","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",2264
"2265","RT @YOL_sports: 【W杯現地】日本対スペイン戦会場のハリファ国際競技場の前では、DJが音楽をプレイし、日本人サポーターヘエールを送ります。曲はなぜかFUNKY MONKEY BABY'Sの「あとひとつ」。野球のイメージだけど……。
#FIFAワールドカップ  #サ…",2265
"2266","@waitbutwhy There is no Real progress since last year, the monkey did the same thing basicaly.",2266
"2267","RT @BestiaPurpura: I found that I can connect my tablet to my phone to draw and use Medibang Paintto make ny cursor visible (it seem a comm…",2267
"2268","RT @YOL_sports: 【W杯現地】日本対スペイン戦会場のハリファ国際競技場の前では、DJが音楽をプレイし、日本人サポーターヘエールを送ります。曲はなぜかFUNKY MONKEY BABY'Sの「あとひとつ」。野球のイメージだけど……。
#FIFAワールドカップ  #サ…",2268
"2269","RT @bestfitmusic: BLACKPINK's Lisa tops Apple Music's most Shazamed K-pop songs of 2022 list https://t.co/blBMAzxq0B https://t.co/vk3bGAmF6Q",2269
"2270","【W杯現地】日本対スペイン戦会場のハリファ国際競技場の前では、DJが音楽をプレイし、日本人サポーターヘエールを送ります。曲はなぜかFUNKY MONKEY BABY'Sの「あとひとつ」。野球のイメージだけど……。
#FIFAワールドカップ  #サッカー日本代表 
▽現地の模様はこちら！
https://t.co/hOy9U8NZ7K https://t.co/mguOMAnMYh",2270
"2271","@Ranting_Trans Ksum should been the first monkey they tested it on.",2271
"2272","@CyberRozen 🤣 yea you snort the cayenne pepper line and then chug the straight black coffee and you come out like the inferno coffee monkey hahaha",2272
"2273","@Torped00_2 @Melioda06710155 @Mvghribi_59 Ça veux simplement dire que la Torah ainsi que la bible on était modifié par le diable c’est tout mdrr",2273
"2274","RT @zerohedge: *MUSK SHOWS NEURALINK-TRAINED MONKEY DOING 'TELEPATHIC TYPING'

*MUSK'S NEURALINK TO BEGIN HUMAN TRIALS 'IN ABOUT 6 MONTHS'",2274
"2275","RT @ginacarano: I think this documentary brings up some good questions &amp; thoughts about anxiety &amp; how people are managing it through medica…",2275
"2276","♪ #nowplaying Purple soul - Remi Panossian Trio (rp3) (Sun monkey voltage - 2022) https://t.co/NT9TAxqUaw https://t.co/AZAVpoDDnJ",2276
"2277","🍭 https://t.co/MNNxcN7qVa 🍭 https://t.co/STOeu3vmwe",2277
"2278","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2278
"2279","@SnowInTheAir @JeffBrender @Popehat Better yet, the deaths involved one monkey puking itself to death, nearly all survivors were left in serious pain and a number showed thumb and toe injuries suggesting they may have chewed them off.",2279
"2280","@Busarrows1 Truck not monkey https://t.co/7s56TjsKBx",2280
"2281","RT @thotfinder12: Leaked monkey app thot  #Pyt #Thot #Freaky #Ebony #Pawg #Squirt #Feet #sellingcontent #Leaks #Exposed #Teen #College #Fac…",2281
"2282","RT @flokdex: The Monkey and the Giraffe, they are protagonists of the Tales of the Dark Forest.

15 editions
1.5 tezos

https://t.co/L0hOBs…",2282
"2283","@mostly_monkey @tactical2cat @finfanflat @Dwyertd @Call403 @DanielB59756947 Look! Another monkey!",2283
"2284","@BornAKang I bet arikubva atsvaga mfesi anemota https://t.co/coBbnpu2iK",2284
"2285","RT @tylerjasin: @EndGameWW3 Considering the 95% death rate in the monkey tests I expect we’ll have a new twitter owner soon",2285
"2286","Looks like they've got PedoBear as their mascot. https://t.co/NrxDA4EShl",2286
"2287","RT @greg16676935420: @elonmusk Still can’t believe the monkey typed this tonight https://t.co/wUL8RawXp6",2287
"2288","@Dvrell__R10 Le mec il justifie qd même , le fait que le prix augmente considérablement alors que les services proposés sont proche du néant",2288
"2289","@suziplumbo Watching the 2nd part tonight.",2289
"2290","RT @BuzzingPop: Most streamed lead female song every year on Spotify:

2012: Call Me Maybe
2013: Just Give me a Reason
2014: Dark Horse
201…",2290
"2291","@WholeMarsBlog @elonmusk The monkey was more productive than most of the old Twitter employees.",2291
"2292","RT @SuperMonkeyBall: Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of s…",2292
"2293","RT @y2lyon: Le Maroc 😍 incroyable",2293
"2294","@traceyt1uk 🤣😂",2294
"2295","@Monkey_d_Madara @Melioda06710155 @Mvghribi_59 Donc si son message est le même et que l'islam est arrivé en 1400 et quelque chose ça veut dire que l'islam est un plagiat de la Torah non ?",2295
"2296","@rotti0x Monkey see monkey do",2296
"2297","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2297
"2298","@BARBIEFANASTY dem he looks☹️☹️☹️☹️☹️ like a monkey he is not too cute",2298
"2299","@FirparkPrimary fantastic day with all the kids today! We went off to the Highlands on the train to help Wullie McClaferty...his bagpipes had been eaten by the Loch Ness Monster!!!! https://t.co/OKPp02nMmR",2299
"2300","RT @MissingPetsGB: Very late Wednesday 30 November/early hours Thursday 1st December a dog matching ROCKY’S description was seen looking ve…",2300
"2301","RT @NBCNews: A Starbucks employee has been suspended after labeling a Black woman’s cup ""Monkey."" https://t.co/5zHPwzGeaJ",2301
"2302","The only thing y’all picked up from Nicki is a wig cause it’s not rapping. very boring. Monkey pox sound like Kanye when his mouth was wired shut. Im so exhausted like stop playing with me!!... Are we in a parallel world, that I don’t know about? Take me to the side with talent!!",2302
"2303","@ohJuliatweets Let's be real here, a monkey can teach up until High School. Additionally, please don't pretend that the majority of Teachers are SME's on any of the material. Hell most College Professors aren't SME's in their field.",2303
"2304","RT @code_micky: https://t.co/Vb1Vcaxj2E

The great monkey of the East gives a strange prediction about Ghana Blackstars vs Uruguay’s match…",2304
"2305","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2305
"2306","@jencoleslaw @TheGoldenRatio4 @twochoccakes …. I have a Jentle spot near my speak no Fing evil monkey.",2306
"2307","MONKEY PRIME
MONKEY PRIMEEEEE

CINEMA IS COMING https://t.co/q20I2UrmGA",2307
"2308","@lolislove3 that's a cute monkey",2308
"2309","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2309
"2310","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",2310
"2311","RT @SuperMonkeyBall: Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of s…",2311
"2312","RT @MooNCheez3: @RedusTheRiotAct I actually do I have a tall monkey gal named emi https://t.co/VOHEIKiSzY",2312
"2313","@GentleTop2 Monkey pox??",2313
"2314","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2314
"2315","@StolenShotz @Rap monkey nft = opinion invalid + ratio",2315
"2316","@elonmusk ok poop fart monkey booty sex ahh poop poop",2316
"2317","@monkey_d_shayaa @FrenchRapUS Il y a un moment où il faut arrêter sucer",2317
"2318","RT @cb_doge: Monkey with a Neuralink implant, playing Ping Pong @elonmusk https://t.co/JQ3xWegCkW",2318
"2319","@monkey_dancing Not you, me 😹 https://t.co/XofVRa4Oov",2319
"2320","@Monkey__D_hiro Pk ??",2320
"2321","Plus beau jour de ma vie ❤️❤️🇲🇦",2321
"2322","@monkey_d_shayaa @FrenchRapUS Je voit juste le diable en lui moi",2322
"2323","@KBSpangler It caused a test monkey to vomit uncontrollably…to death. https://t.co/uKVUcWWvVB",2323
"2324","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2324
"2325","@JudithIgnatius6 @Ariyojoker22 @_VALKlNG Dae monkey yourself",2325
"2326","@t_simeoni @Ordrier @AntoineSallesP Parceque l’état préfère investir ailleurs avec l’argent des français que dans ce qu’ils ont besoin au quotidien peut être , et en plus de ça ils payent encore plus?",2326
"2327","RT @Vox_Akuma: @transformers MONKEY",2327
"2328","@cb_doge @elonmusk I must be drunk. But for me it was the monkey talking in the microphone!",2328
"2329","@elonmusk Always do good things, furless monkey! have a great day.",2329
"2330","@Tumbuka_King Go and sleep on the couch, i repeat go and sleep on the couch https://t.co/a8seUVJ8W9",2330
"2331","RT @ENDM_Twit: ✍️ • أشرف حكيمي أفضل لاعب في مباراة اليوم 🦁🇲🇦
#ENDM https://t.co/eviw9k4GOK",2331
"2332","RT @WholeMarsBlog: Monkey plays pong with his mind using Neuralink https://t.co/pAwP791b0S",2332
"2333","RT @hutao_im: Xマッチ計測してたんだけど、世界最速WIPE OUTきたｗｗｗ https://t.co/M3IQMlZ0At",2333
"2334","We consider sticky monkey flowers the most unique.",2334
"2335","RT @SuperMonkeyBall: Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of s…",2335
"2336","@transformers HYPPPPPPPPEEEEE BIG MONKEY ROBOT",2336
"2337","@rayxrosie La monkey tailandesa morirá con la etiqueta female. https://t.co/hzMqqpzVeJ",2337
"2338","RT @roundhoundart: monkey is back ufs! (🔗⤵️) https://t.co/aNLoaQdMvM",2338
"2339","RT @roundhoundart: monkey is back ufs! (🔗⤵️) https://t.co/aNLoaQdMvM",2339
"2340","RT @NBCNews: A Starbucks employee has been suspended after labeling a Black woman’s cup ""Monkey."" https://t.co/5zHPwzGeaJ",2340
"2341","@ScottFalco NO! mine has a cool fish tank tunnel u can walk thru.. i hope urs is as cool &amp; the monkey/elephant animatronics r kind to ur ears.",2341
"2342","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",2342
"2343","Mais il a trop joué a Subway Surfers lui ptdrrr #Bruxelles https://t.co/bxPwWrI6Uz",2343
"2344","@Wass_Monkey @leoppsg @EncoreBouly Bah retournes dans ton pay fdp",2344
"2345","RT @NBCNews: A Starbucks employee has been suspended after labeling a Black woman’s cup ""Monkey."" https://t.co/5zHPwzGeaJ",2345
"2346","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2346
"2347","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",2347
"2348","RT @SuperMonkeyBall: Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of s…",2348
"2349","Monkey with neuralink asked for snacks. https://t.co/i9Tya7UGMG",2349
"2350","@GIRL0VESICK preach 👏💗",2350
"2351","@fakerengoku_tim かっちょええ！うたさん富豪やんwすげー！w",2351
"2352","RT @frankcifaldi: Any fans of The Secret of Monkey Island? We were entrusted with the original source files, and were able to put together…",2352
"2353","@Torped00_2 @Melioda06710155 @Mvghribi_59 MDRRRR au cas où tu sais pas Moïse en arabe ça veux dire Moussa, donc non non il a pas était rebaptisé Bahaha, c’est son vrai nom simplement en arabe, et oui il a eu la torah mais son message est le même que tout ceux des messagers avant et après (Issa (sws) et Muhammed (sws))",2353
"2354","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2354
"2355","Anyway the majority of people don’t have power over these difficult mental disorder situations for a reason. Serious critical thinking is actually counter-intuitive, because our instincts are often unscientific. Fighting against pattern seeking monkey brain is a 24/7 job.",2355
"2356","RT @froonding_loom: [kicking the door into the Skydance offices with an armful of Beast Wars Fuzors]
Look chucklenecks THIS is the hotness,…",2356
"2357","@RoryStolzenberg @CvillePlanner I thought about Chick-Fil-A drive-thru issues while reading @mnolangray's Arbitrary Lines. A good example of the cursed ""monkey's paw"" nature of zoning for exactly what you think you want, and getting something that technically checks the boxes in the worst way possible.",2357
"2358","The Most Advanced Trading Tools available 

Helping all levels of investors make better market decisions and Traders to find the best setups in the market right now 

Subscribe here: https://t.co/AxDrLJUYx0

SAVE 15% PROMO CODE: GAMMAMONKEY

#stocks #StockMarket #trading https://t.co/CDGcNR1uDD",2358
"2359","RT @theserfstv: Elon Musk isn't just the horse trading sexual assaulter who impregnated his employee or a midlife crisis trainwreck that sp…",2359
"2360","@RedLeonhart RRRRRARRRRR https://t.co/BveYaU30A8",2360
"2361","@SizweLo She got off easy, if that was me I’d behave like a monkey and peel my banana and forcefeeed it to her…",2361
"2362","RT @ELCodigoChips: Summons Para Los Monkey Bros 👇✨️
https://t.co/mB129qPi9P
#legendsfestival #DBLegends https://t.co/SYDbjXVaFA",2362
"2363","[kicking the door into the Skydance offices with an armful of Beast Wars Fuzors]
Look chucklenecks THIS is the hotness, NO ONE wants a big monkey they want a lionfishwasp and an orcaelephant whose design was likely STOLEN",2363
"2364","@LexBeaf @FrenchRapUS Thx",2364
"2365","いちいちFacebookなりTwitterでキスプリをあげたりするの、誰も興味ないで？そういう奴らに限ってすぐに別れるし。みんな「あーはいはい」って思いながらいいね！したりリツイートしてんねん。恋愛は2人の世界。秘密を共有するから素敵やねん。勘違いすんな。 #まさお格言",2365
"2366","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2366
"2367","RT @coolmathgame_: alien: these are your ancestors?? lmfaooo 💀😂😂

[shows me a video of a monkey jumpin around goin ooh ooh ah ah]
 
me: [ge…",2367
"2368","cat is such good kung fu fighter jajaja, so dumb at times #shots #shorts... https://t.co/zr28vlxqGI via @YouTube",2368
"2369","RT @MissingPetsGB: Very late Wednesday 30 November/early hours Thursday 1st December a dog matching ROCKY’S description was seen looking ve…",2369
"2370","@hello_nish they got monkey :)",2370
"2371","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",2371
"2372","@eliottbright94 @Sleek_999 @ESPNUK No he means legit racism. Like n word monkey type of racism 😂😂 just like what England did last year",2372
"2373","RT @Kawamatsu95: Roronoa Zoro est un personnage iconique dans le monde du manga et mondialement. Il est issu du manga de One Piece et fait…",2373
"2374","@farronbalanced Monkey Genocide is Evil.",2374
"2375","@District_Monkey @bobdaduck Gonna just go ahead and mute you both now, but please feel free to spend more time talking about my marriage and the pastor who married us and the denomination who ordained her and who gave them the right to do so and on and on and on... I hope it's a productive use of your time.",2375
"2376","Yay Robot Monkey Boy!!!! #Transformers https://t.co/rf02EaLdnI",2376
"2377","@influensir_ Monkey woman",2377
"2378","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2378
"2379","RT @jackel_face: @JoshuaPHilll Update from neuralink: monkey psychosis down 20% in new batch of test subjects!",2379
"2380","@Serenityin24 @UltraDane Putting clothing on Jill is like dressing up a monkey.",2380
"2381","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",2381
"2382","@MirMAKOfficial its over, the monkey is finished, there will be no elections before August 2023 if that. no self inflicted wounds will now give u elections....!",2382
"2383","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2383
"2384","Some prefer to listen &amp; learn from the public square…  eventually getting their own voice, as opposed to spouting without knowledge https://t.co/aecntyTcr8",2384
"2385","@coopwym @Sanctuaxryy @ItsADAMO_ aren't you a monkey fuck up youre an L",2385
"2386","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2386
"2387","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",2387
"2388","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2388
"2389","RT @IkebukuroIce: Ask where a black person is from (albeit ineptly) and it’s headline news. People OFTEN ask me where I’m “originally from”…",2389
"2390","RT @mrjeffu: Welcome to December: the Hakodate Tropical Botanical Garden opened its monkey hot tub this morning, using water from the same…",2390
"2391","@santuyinajaa Ayo san spill spill arctic monkey atau apa nih favmu? Wkwkwkwk",2391
"2392","RT @SuperMonkeyBall: Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of s…",2392
"2393","RT @MissingPetsGB: Very late Wednesday 30 November/early hours Thursday 1st December a dog matching ROCKY’S description was seen looking ve…",2393
"2394","@ProductHunt @griffithxjonson new monkey video just dropped for you to tag people in",2394
"2395","@happa2802 自分は傷つけそうだから使ってないですww",2395
"2396","@asad_abbas9 He’s gonna be a monkey for a very very long time 😭",2396
"2397","RT @___azraa____: monkey falls would be lekker now 😔",2397
"2398","RT @blurrblx: #adoptmetrades Looking for💜
Bat box
Monkey box
Ox box
Christmas gift 
Golden gift
Premium monkey box
rat box 
Standard wing c…",2398
"2399","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2399
"2400","RT @firki07: Guys always look like a monkey, They should stop clicking pictures. only girls have beautiful faces and deserve clicking pictu…",2400
"2401","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2401
"2402","@juancenar @dpgdim @LoRezTrader @WatcherGuru You are embarassing yourself, guy has two giant computers in his head to barely move a cursor neuralink monkey is faster stronger with a chip in size of a coin",2402
"2403","Super Monkey Ball: Touch &amp; Roll released in Japan 17 years ago today! 🎊 

The Japanese release came with this set of stickers... which would you have used first? 🙈

#SuperMonkeyBall https://t.co/BQq6MAH5hh",2403
"2404","เกิด แก่ arctic monkey ตาย",2404
"2405","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2405
"2406","RISE OF THE BEASTS LOOKS INSANE HOW AM I SUPPOSED TO WAIT UNTIL JUNE

BIG MONKEY https://t.co/TdjrJmk5wG",2406
"2407","@DiscussingFilm @HilltheChill ROBO MONKEY",2407
"2408","RT @TamsinThomas2: Marking the start of #christmas2022 at @Cornwallhospice the majestic Monkey Puzzle Tree at #MountEdgcumbeHospice was lit…",2408
"2409","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2409
"2410","If man created from were created by monkey. Why is there still man?",2410
"2411","@olivernmoody @RnaudBertrand Scholz is straying off the US neocon reservation. Victoria Nuland is going to be furious that one of her EU vassals has stepped out of line. Accusations of Putin apologist, anti semite, Stasi loving surrender monkey in 5,4,3,,,",2411
"2412","@vkhosla Monkey killer😡👇 https://t.co/a53ljwW4Jl",2412
"2413","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2413
"2414","RT @flokdex: The Monkey and the Giraffe, they are protagonists of the Tales of the Dark Forest.

15 editions
1.5 tezos

https://t.co/L0hOBs…",2414
"2415","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",2415
"2416","(グル)次の曲を音楽グループごとにグループ分けしなさい⇒[FUNKY MONKEY BABYS]告白、ヒーロー [GReeeeN]キセキ [Aqua Timez]決意の朝に",2416
"2417","@Torped00_2 @Melioda06710155 @Mvghribi_59 Non non c’est absolument pas pour ça, simplement je ne suis pas un savant donc même si j’ai un peux de connaissances je ne préfère pas rentrer en débat car si je dis une choses fausse je risque de le regretter le jour du jugement dernier, stv débattre cherche un savant ou un imam",2417
"2418","@1Windway @AssetsOfBuj @IfeanyiEzeagu3 @PeterObi @NgLabour It's always difficult to convince monkey that strawberry is sweeter than banana",2418
"2419","@Esqueer_ I’ve seen many muskrat defending the slaughter of 3000 monkey for his experimentation , they are vile",2419
"2420","@coteybucket @prageru Of course that monkey hides his bananas from other monkeys. People with money, invest that money in the economy, which creates jobs and even more money for others",2420
"2421","@wolf_monkey Yea, but i wanna see him get naked! I wanna see him go for skinny dipping too. I wanna see his 🍑 too. I wanna see his 🍆 too.",2421
"2422","RT @msanchezvallejo: En mi barrio a menudo se ven homenajes o altares de flores y velas por la muerte de algún vecino latino. Este recuerda…",2422
"2423","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2423
"2424","Marking the start of #christmas2022 at @Cornwallhospice the majestic Monkey Puzzle Tree at #MountEdgcumbeHospice was lit up tonight by @ChurchfieldJE from @BBCCornwall #StAustell #Cornwall https://t.co/OD6Xz6oTi8",2424
"2425","@zowestlol @espn Michigan.....You mean that team that Monkey Stomped your ass last Saturday?",2425
"2426","RT @firki07: Guys always look like a monkey, They should stop clicking pictures. only girls have beautiful faces and deserve clicking pictu…",2426
"2427","RT @MissingPetsGB: Very late Wednesday 30 November/early hours Thursday 1st December a dog matching ROCKY’S description was seen looking ve…",2427
"2428","Kanye defending Hitler is crazy cause besides the fucking obvious, Hitler would’ve called him a tree hanging monkey ni33@r if he ever saw him",2428
"2429","@asmaqwirt *grumpy monkey*",2429
"2430","@EndGameWW3 Considering the 95% death rate in the monkey tests I expect we’ll have a new twitter owner soon",2430
"2431","Lost my public bet (a tiny amount of money) against @sergeydoestweet. He bet that the @neuralink presentation was going to be mostly movement which it was. I bet they would show a monkey that can read phosphenes because I expected awesome (@elonmusk please more awesome next time) https://t.co/cl2xT6kXxe",2431
"2432","RT @theserfstv: Elon Musk isn't just the horse trading sexual assaulter who impregnated his employee or a midlife crisis trainwreck that sp…",2432
"2433","@JamalSnatcher @tize4PF Cuz ur a monkey🦍🐒🐒",2433
"2434","Conservatives: “I just wish we has ONE powerful cultural icon on our side!”

The Monkey’s Paw curls…",2434
"2435","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",2435
"2436","@Monkey_d_Madara @Melioda06710155 @Mvghribi_59 Le vrai nom de Moussa c'est moche c'est pas on le rebaptisant Moussa qu'il va automatiquement changer de religion il a donné la Torah il n'a pas donné le Coran quand il est descendu du Mont Sinaï",2436
"2437","@neuralink experimenters filled holes in monkeys’ skulls with an unapproved adhesive, which seeped through to the animals’ brains. In one monkey, the adhesive caused bleeding in her brain, and she vomited so much from the resulting side effects that she developed open sores in her esophagus https://t.co/hCk6noBBD5",2437
"2438","RT @monkeygodlabs: Monkey Gods are coming.

You are not ready. https://t.co/2JPfczLXzC",2438
"2439","@Shell72045145 @JoSadEls @KariLake I don’t think the monkey you’re replying to would be able to understand the facts if they hit him in the face.

These election deniers are not into the truth, facts, or reality.😢😢😢",2439
"2440","Why does Google target middle eastern people by censoring monkey",2440
"2441","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",2441
